TurnsToWin,CodeLength,NumColors
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
1,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
2,3,10
