TurnsToWin,CodeLength,NumColors
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
1,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
2,3,9
