TurnsToWin,CodeLength,NumColors
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
2,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
3,7,5
