TurnsToWin,CodeLength,NumColors
2,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
3,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
4,7,6
